graph, omega, integrated_populations, integrated_coherences, final_sink_pop, time, t2_population 
graphs/A1.mtx, 0.01, 1.1414261380312838, 0.4208477216977167, 0.49999999999998157, 52.978515625, 0.49999999999998157
graphs/A1.mtx, 1.0, 1.4985391273823128, 0.0, 0.5000000000000433, 69.2138671875, 0.5000000000000433
graphs/A2.mtx, 0.01, 25.05069376678842, 11.938741457236079, 0.7500000000000031, 1579.9560546875, 0.7500000000000031
graphs/A2.mtx, 1.0, 5.74942521799034, 0.0, 0.7499999999999982, 183.7158203125, 0.7499999999999982
graphs/A3.mtx, 0.01, 70.0908819162143, 34.081196423119515, 0.8750000000000078, 2479.736328125, 0.8750000000000078
graphs/A3.mtx, 1.0, 15.874692329755295, 0.0, 0.8749999999999983, 436.6455078125, 0.8749999999999983
graphs/D1.mtx, 0.01, 53.03836475005388, 24.125748075987694, 0.7999999999999862, 1896.97265625, 0.7999999999999862
graphs/D1.mtx, 1.0, 4.797640760266157, 0.0, 0.7999999999997469, 150.390625, 0.7999999999997469
graphs/D2.mtx, 0.01, 118.12570667826782, 55.25646114288399, 0.923076923076911, 3320.556640625, 0.923076923076911
graphs/D2.mtx, 1.0, 15.383787093242887, 0.0, 0.9230769230767483, 408.447265625, 0.9230769230767483
graphs/D3.mtx, 0.01, 219.9688679670187, 104.26401741205939, 0.9655172413788695, 5440.5517578125, 0.9655172413793179
graphs/D3.mtx, 1.0, 37.79272905325913, 0.0, 0.9655172413793027, 933.10546875, 0.9655172413793027
